,Level,Slope 20Y-2Y,Curvature 2*10Y-2Y-20Y
Level,1.0,0.019314188500131294,-0.1662609544787604
Slope 20Y-2Y,0.019314188500131294,1.0,0.0074184003843189945
Curvature 2*10Y-2Y-20Y,-0.1662609544787604,0.0074184003843189945,1.0
