,2Y,3Y,5Y,7Y,10Y,20Y
PC1,0.45779015320346844,0.44811253745466617,0.4200818902327952,0.3966650497296628,0.3667894073274099,0.3482483365354358
PC2,-0.5584662112389549,-0.3645207899718004,-0.02245694055637488,0.1893477668631637,0.3856790182584464,0.6083871205595354
PC3,0.4971435590865153,-0.0667044259115614,-0.4876067582036154,-0.4225898143489454,-0.06693807554865094,0.5723421995861646
