,2Y,3Y,5Y,7Y,10Y,20Y
Level,10.622940063476562,10.229698181152344,9.386308670043945,8.785832405090332,8.096722602844238,7.701100826263428
Slope 20Y-2Y,-10.230257034301758,-6.436417102813721,0.28640779852867126,4.466207027435303,8.348886489868164,12.801289558410645
Curvature 2*10Y-2Y-20Y,-9.361127853393555,1.6901072263717651,9.930404663085938,8.547489166259766,1.3765957355499268,-11.383820533752441
