,Level,Slope 20Y-2Y,Curvature 2*10Y-2Y-20Y
Level,0.9993123860714576,-0.4613915914207704,-0.46563932715869993
Slope 20Y-2Y,0.035470744336455556,0.8863129598518223,0.83771454443839
Curvature 2*10Y-2Y-20Y,0.0007475428545767776,-0.013791919843250495,0.2421149093406643
