,Level,Slope 20Y-2Y,Curvature 2*10Y-2Y-20Y
Node 1,-0.9992787705491286,0.46222743592620014,0.4663675848818113
Node 2,0.05570290928771173,0.8767909717193841,0.8280288808426887
Node 3,0.16524282300525472,-0.07308303466526826,-0.3255684575918197
