maturity,LSTM,VAR,Autoencoder,Trend-follow
2Y,0.2378194207836458,-0.2131175468483815,0.24735945485519584,0.3337308347529812
5Y,0.2519591141396934,-0.04020442930153321,0.2286201022146506,0.020272572402044036
7Y,1.1247018739352637,0.06609880749574089,0.008517887563883964,-0.1645655877342418
10Y,0.17172061328790478,0.07410562180579217,0.3756388415672912,0.25928449744463344
15Y,0.2430153321976149,-0.06567291311754699,0.1327938671209539,-0.042163543441226234
20Y,0.3394378194207834,-0.13568994889267452,0.2902044293015332,0.46090289608177204
