,Level,Slope 20Y-2Y,Curvature 2*10Y-2Y-20Y
Node 1,-0.9995814933661584,-0.7195022876196435,-0.7426425435483375
Node 2,0.027655389112356012,-0.6894729054974724,-0.47897348831382636
Node 3,-0.004638262071012688,-0.013768170265762693,0.4392247103240503
