,2Y,5Y,7Y,10Y,15Y,20Y
Level,0.8478930614574034,1.1294233591678249,1.2502243672649611,1.2590946949958157,1.304999598033335,1.2483061987732396
Slope 20Y-2Y,-0.2728379816278351,-0.14353273907021258,-0.04089156138500648,0.0556013694846055,0.09628591638859908,0.1111921695561649
Curvature 2*10Y-2Y-20Y,-0.08155166395617669,0.05820488685158107,0.08756887179634162,0.0397110272342679,-0.046884155536809906,-0.08916864925330838
