,2Y,5Y,7Y,10Y,15Y,20Y
PC1,0.2935675355930076,0.39020570675908584,0.4314307973730442,0.43400717589605764,0.4496240410878398,0.43000124242043614
PC2,-0.7492687396119327,-0.37498795607085045,-0.07625381226358909,0.2058498052361479,0.3308797888086387,0.3745799885199578
PC3,0.5019020591648253,-0.3344137272035998,-0.5220505764506377,-0.25634305480667424,0.24372667018588112,0.4884777642676747
